Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Bim Son,2023-12-06 20:25:17.000000 ,20.43,71,4.38,1020,20.38,7,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-06 20:21:15.000000 ,20.43,71,3.45,1020,20.38,353,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-06 20:25:18.000000 ,18.63,90,1.42,1021,18.9,341,100,10000,Mây u ám,Nắng
Ha Dong,2023-12-06 20:23:05.000000 ,20.01,83,2.83,1021,20.23,320,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-06 20:25:19.000000 ,20.02,77,1.54,1021,20.09,70,0,10000,Không xác định,Nắng
Yen Lap,2023-12-06 20:25:19.000000 ,19.23,90,0.95,1021,19.56,301,100,10000,Mây u ám,Nắng
Thanh Ba,2023-12-06 20:25:19.000000 ,19.33,89,1.47,1021,19.64,325,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-06 20:25:19.000000 ,19.66,88,1.33,1021,19.98,330,100,10000,Mây u ám,Nắng
Son Duong,2023-12-06 20:25:19.000000 ,19.31,88,0.76,1021,19.59,330,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-12-07 19:13:14.000000 ,29.01,79,3.09,1011,34.55,200,40,10000,Mây rải rác,Nắng
Hanoi,2023-12-07 19:13:53.000000 ,21.0,46,2.29,1015,20.36,119,55,10000,Mây rải rác,Nắng
Turan,2023-12-07 19:10:37.000000 ,22.99,78,2.06,1016,23.38,340,75,10000,Mây rải rác,Nắng
Haiphong,2023-12-07 19:13:53.000000 ,20.95,64,2.57,1016,20.77,120,0,10000,Không xác định,Nắng
Bien Hoa,2023-12-07 19:13:53.000000 ,28.99,87,3.93,1011,35.99,158,88,10000,Mây u ám,Nắng
Can Tho,2023-12-07 19:13:53.000000 ,27.99,78,3.09,1011,31.77,110,40,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-07 19:13:53.000000 ,29.03,79,2.57,1011,34.61,170,75,10000,Mây rải rác,Nắng
Di An,2023-12-07 19:13:53.000000 ,28.82,79,2.57,1011,34.04,170,75,10000,Mây rải rác,Nắng
Hue,2023-12-07 19:13:54.000000 ,21.06,94,2.06,1017,21.68,230,75,3000,Không xác định,Nắng
Vung Tau,2023-12-07 19:13:54.000000 ,26.4,82,7.44,1011,26.4,92,94,10000,Mây u ám,Nắng
Thu Dau Mot,2023-12-07 19:13:53.000000 ,29.03,79,2.57,1011,34.61,170,75,10000,Mây rải rác,Nắng
Nha Trang,2023-12-07 19:12:09.000000 ,27.0,83,2.97,1014,30.03,354,76,10000,Mây rải rác,Nắng
Ha Long,2023-12-07 19:13:54.000000 ,20.77,59,2.49,1017,20.44,76,73,10000,Mây rải rác,Nắng
Qui Nhon,2023-12-07 19:13:54.000000 ,24.66,87,5.07,1014,25.45,6,52,10000,Mây rải rác,Nắng
Thanh Hoa,2023-12-07 19:13:54.000000 ,20.11,70,2.41,1016,20.0,146,81,10000,Mây rải rác,Nắng
Thai Nguyen,2023-12-07 19:13:54.000000 ,20.88,54,0.95,1016,20.43,166,81,10000,Mây rải rác,Nắng
Buon Ma Thuot,2023-12-07 19:13:54.000000 ,21.67,82,3.39,1014,22.03,74,71,10000,Mây rải rác,Nắng
Long Xuyen,2023-12-07 19:13:54.000000 ,27.97,83,3.32,1011,32.49,169,98,10000,Mây u ám,Nắng
Phu Khuong,2023-12-07 19:13:55.000000 ,27.41,70,3.17,1010,29.57,170,76,10000,Mây rải rác,Nắng
Vinh,2023-12-07 19:13:55.000000 ,20.66,71,1.74,1016,20.64,109,96,10000,Mây u ám,Nắng
Rach Gia,2023-12-07 19:13:55.000000 ,26.6,84,3.65,1011,26.6,149,89,10000,Mưa vừa,Mưa
Da Lat,2023-12-07 19:13:55.000000 ,14.85,97,1.49,1016,14.92,41,57,10000,Mây rải rác,Nắng
Bac Ninh,2023-12-07 19:13:55.000000 ,21.05,49,3.66,1016,20.49,133,67,10000,Mây rải rác,Nắng
Hai Duong,2023-12-07 19:13:55.000000 ,21.0,58,4.43,1016,20.67,130,47,10000,Mây rải rác,Nắng
Phan Thiet,2023-12-07 19:13:55.000000 ,25.61,79,4.72,1011,26.29,70,77,10000,Mây rải rác,Nắng
Pleiku,2023-12-07 19:13:13.000000 ,19.06,92,2.39,1015,19.42,77,79,10000,Mây rải rác,Nắng
Nam Dinh,2023-12-07 19:13:55.000000 ,21.82,59,3.71,1016,21.6,140,88,10000,Mây u ám,Nắng
Ca Mau,2023-12-07 19:13:55.000000 ,24.59,89,2.99,1012,25.43,104,84,10000,Mây rải rác,Nắng
Viet Tri,2023-12-07 19:13:56.000000 ,20.97,55,1.9,1015,20.56,127,71,10000,Mây rải rác,Nắng
Soc Trang,2023-12-07 19:13:56.000000 ,24.96,85,3.6,1011,25.73,88,95,10000,Mây u ám,Nắng
Quang Ngai,2023-12-07 19:13:56.000000 ,23.45,91,3.03,1015,24.23,19,91,10000,Mưa nhẹ,Mưa
Thai Binh,2023-12-07 19:13:56.000000 ,22.01,58,3.92,1016,21.78,129,89,10000,Mây u ám,Nắng
My Tho,2023-12-07 19:13:56.000000 ,24.2,93,2.86,1011,25.1,135,97,10000,Mây u ám,Nắng
Tuy Hoa,2023-12-07 19:13:56.000000 ,23.9,91,2.52,1014,24.72,3,47,10000,Mây rải rác,Nắng
Bac Lieu,2023-12-07 19:13:56.000000 ,25.73,84,5.46,1011,26.55,85,88,10000,Mưa nhẹ,Mưa
Thanh Pho Uong Bi,2023-12-07 19:13:56.000000 ,20.99,58,1.89,1016,20.66,96,57,10000,Mây rải rác,Nắng
Bac Giang,2023-12-07 19:13:56.000000 ,21.04,56,4.63,1016,20.66,142,71,10000,Mây rải rác,Nắng
Tay Ninh,2023-12-07 19:13:57.000000 ,27.63,68,2.88,1010,29.74,171,74,10000,Mây rải rác,Nắng
Ninh Binh,2023-12-07 19:13:57.000000 ,21.23,62,2.96,1016,21.03,155,88,10000,Mây u ám,Nắng
Tan An,2023-12-07 19:13:57.000000 ,29.01,91,3.77,1011,36.01,147,93,10000,Mây u ám,Nắng
Kon Tum,2023-12-07 19:13:57.000000 ,20.53,88,1.79,1015,20.94,76,65,10000,Mây rải rác,Nắng
Tam Ky,2023-12-07 19:13:57.000000 ,22.66,89,3.22,1016,23.31,1,100,10000,Mưa nhẹ,Mưa
Vinh Long,2023-12-07 19:13:57.000000 ,27.99,91,3.51,1011,33.89,144,100,10000,Mây u ám,Nắng
Lao Cai,2023-12-07 19:13:57.000000 ,19.28,74,0.66,1016,19.2,210,33,10000,Mây rải rác,Nắng
Lagi,2023-12-07 19:13:57.000000 ,25.73,81,5.61,1011,26.47,76,88,10000,Mây u ám,Nắng
Rach Gia,2023-12-07 19:13:55.000000 ,26.6,84,3.65,1011,26.6,149,89,10000,Mưa vừa,Mưa
Con Son,2023-12-07 19:13:57.000000 ,26.5,84,9.41,1011,26.5,75,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-07 19:13:58.000000 ,27.97,68,2.52,1011,30.35,162,93,10000,Mây u ám,Nắng
Loc Ninh,2023-12-07 19:13:58.000000 ,27.93,67,1.24,1011,30.15,69,75,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-12-07 19:13:58.000000 ,24.14,83,3.89,1012,24.78,24,63,10000,Mây rải rác,Nắng
Kwang Binh,2023-12-07 19:13:58.000000 ,21.71,70,2.47,1016,21.76,7,55,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-12-07 19:13:58.000000 ,19.43,79,0.75,1015,19.49,81,40,10000,Mây rải rác,Nắng
Turan,2023-12-07 19:13:58.000000 ,22.99,78,1.54,1016,23.38,340,75,10000,Mây rải rác,Nắng
Don Luan,2023-12-07 19:13:58.000000 ,28.3,85,1.33,1011,33.76,130,69,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-07 19:13:58.000000 ,27.93,67,1.24,1011,30.15,69,75,10000,Mây rải rác,Nắng
Song Cau,2023-12-07 19:13:58.000000 ,24.13,90,4.25,1014,24.95,4,30,10000,Mây rải rác,Nắng
Bim Son,2023-12-07 19:13:58.000000 ,21.21,64,2.91,1016,21.06,149,77,10000,Mây rải rác,Nắng
Cu Chi,2023-12-07 19:13:59.000000 ,29.01,84,4.74,1011,35.67,165,95,10000,Mây u ám,Nắng
Uyen Hung,2023-12-07 19:13:59.000000 ,28.78,85,4.21,1011,35.19,163,81,10000,Mây rải rác,Nắng
Ben Tre,2023-12-07 19:13:59.000000 ,24.24,92,2.42,1011,25.12,120,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-07 19:13:59.000000 ,27.99,87,4.0,1011,33.2,155,99,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-07 19:13:59.000000 ,26.34,87,2.39,1014,26.34,353,73,10000,Mây rải rác,Nắng
Song Cau,2023-12-07 19:13:58.000000 ,24.13,90,4.25,1014,24.95,4,30,10000,Mây rải rác,Nắng
Ngo Chau,2023-12-07 19:13:59.000000 ,22.7,95,2.47,1015,23.51,358,54,10000,Mưa nhẹ,Mưa
Hoi An,2023-12-07 19:13:59.000000 ,22.98,85,3.94,1015,23.55,327,99,10000,Mây u ám,Nắng
Dong Ha,2023-12-07 19:13:59.000000 ,21.32,80,1.04,1016,21.6,320,100,10000,Mây u ám,Nắng
Bim Son,2023-12-07 19:13:58.000000 ,21.21,64,2.91,1016,21.06,149,77,10000,Mây rải rác,Nắng
Phu Ly,2023-12-07 19:13:59.000000 ,21.59,58,2.92,1016,21.32,150,80,10000,Mây rải rác,Nắng
Hai Ha,2023-12-07 19:14:00.000000 ,19.47,71,0.9,1016,19.33,145,72,10000,Mây rải rác,Nắng
Ha Dong,2023-12-07 19:13:29.000000 ,21.01,45,1.82,1015,20.34,121,59,10000,Mây rải rác,Nắng
Hau Duong,2023-12-07 19:14:00.000000 ,21.02,68,2.06,1016,20.95,330,66,7000,Mây rải rác,Nắng
Yen Lap,2023-12-07 19:14:00.000000 ,20.36,65,0.65,1016,20.15,181,56,10000,Mây rải rác,Nắng
Thanh Ba,2023-12-07 19:14:00.000000 ,20.85,58,1.19,1015,20.51,142,55,10000,Mây rải rác,Nắng
Doan Hung,2023-12-07 19:14:00.000000 ,20.94,57,0.92,1015,20.58,142,43,10000,Mây rải rác,Nắng
Son Duong,2023-12-07 19:14:00.000000 ,20.22,60,0.83,1015,19.86,141,54,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-12-08 09:20:30.000000 ,28.01,89,1.03,1013,33.6,0,100,8000,Mây u ám,Nắng
Hanoi,2023-12-08 09:21:05.000000 ,21.0,55,2.31,1016,20.59,143,85,10000,Mây u ám,Nắng
Turan,2023-12-08 09:19:41.000000 ,23.99,78,1.03,1017,24.48,0,40,10000,Mây rải rác,Nắng
Haiphong,2023-12-08 09:24:23.000000 ,23.95,57,2.06,1017,23.89,100,0,10000,Không xác định,Nắng
Bien Hoa,2023-12-08 09:24:23.000000 ,27.99,77,2.55,1013,31.62,352,100,10000,Mưa nhẹ,Mưa
Can Tho,2023-12-08 09:24:23.000000 ,27.99,83,2.57,1013,32.54,60,75,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-08 09:24:23.000000 ,28.03,89,1.03,1013,33.67,0,100,8000,Mây u ám,Nắng
Di An,2023-12-08 09:24:24.000000 ,27.82,89,1.03,1013,33.02,0,100,8000,Mây u ám,Nắng
Hue,2023-12-08 09:24:24.000000 ,23.06,83,2.06,1017,23.59,230,40,8000,Mây rải rác,Nắng
Vung Tau,2023-12-08 09:24:24.000000 ,25.69,81,2.6,1014,26.43,28,100,10000,Mây u ám,Nắng
Thu Dau Mot,2023-12-08 09:24:23.000000 ,28.03,89,1.03,1013,33.67,0,100,8000,Mây u ám,Nắng
Nha Trang,2023-12-08 09:24:24.000000 ,28.0,75,2.62,1015,31.36,356,68,10000,Mây rải rác,Nắng
Ha Long,2023-12-08 09:24:24.000000 ,23.77,53,2.11,1016,23.59,90,23,10000,Mây ít,Nắng
Qui Nhon,2023-12-08 09:24:24.000000 ,23.41,90,3.3,1016,24.16,325,100,10000,Mây u ám,Nắng
Thanh Hoa,2023-12-08 09:24:24.000000 ,22.16,62,1.23,1016,22.05,203,22,10000,Mây ít,Nắng
Thai Nguyen,2023-12-08 09:24:24.000000 ,20.88,56,1.23,1017,20.49,140,23,10000,Mây ít,Nắng
Buon Ma Thuot,2023-12-08 09:24:24.000000 ,25.05,66,3.4,1015,25.33,84,62,10000,Mưa vừa,Mưa
Long Xuyen,2023-12-08 09:24:25.000000 ,27.97,74,0.82,1013,31.15,305,65,10000,Mây rải rác,Nắng
Phu Khuong,2023-12-08 09:24:25.000000 ,27.19,74,1.86,1013,29.56,319,70,10000,Mưa nhẹ,Mưa
Vinh,2023-12-08 09:24:25.000000 ,20.95,72,1.14,1016,20.98,258,58,10000,Mây rải rác,Nắng
Rach Gia,2023-12-08 09:24:25.000000 ,26.33,80,1.31,1013,26.33,93,31,10000,Mây rải rác,Nắng
Da Lat,2023-12-08 09:24:25.000000 ,21.56,60,1.01,1015,21.34,55,96,10000,Mây u ám,Nắng
Bac Ninh,2023-12-08 09:24:25.000000 ,21.05,53,2.47,1016,20.59,132,71,10000,Mây rải rác,Nắng
Hai Duong,2023-12-08 09:24:25.000000 ,24.0,53,2.95,1016,23.84,133,88,10000,Mây u ám,Nắng
Phan Thiet,2023-12-08 09:24:25.000000 ,27.25,64,1.48,1013,28.74,79,100,10000,Mây u ám,Nắng
Pleiku,2023-12-08 09:24:25.000000 ,24.15,60,1.71,1015,24.19,63,11,10000,Mây ít,Nắng
Nam Dinh,2023-12-08 09:24:26.000000 ,23.02,54,2.44,1016,22.79,166,74,10000,Mây rải rác,Nắng
Ca Mau,2023-12-08 09:20:09.000000 ,27.89,74,3.83,1013,30.98,80,100,10000,Mây u ám,Nắng
Viet Tri,2023-12-08 09:24:26.000000 ,20.97,61,1.95,1016,20.72,118,11,10000,Mây ít,Nắng
Soc Trang,2023-12-08 09:24:26.000000 ,27.62,75,4.58,1013,30.54,62,99,10000,Mây u ám,Nắng
Quang Ngai,2023-12-08 09:24:26.000000 ,22.65,90,1.71,1016,23.32,320,100,10000,Mây u ám,Nắng
Thai Binh,2023-12-08 09:24:26.000000 ,23.39,53,2.74,1016,23.17,156,69,10000,Mây rải rác,Nắng
My Tho,2023-12-08 09:24:26.000000 ,26.69,79,1.69,1013,28.99,24,100,10000,Mây u ám,Nắng
Tuy Hoa,2023-12-08 09:24:26.000000 ,23.99,88,2.37,1016,24.74,1,99,10000,Mây u ám,Nắng
Bac Lieu,2023-12-08 09:24:27.000000 ,27.81,75,6.19,1013,30.94,68,99,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-08 09:24:27.000000 ,23.99,51,2.2,1016,23.78,119,55,10000,Mây rải rác,Nắng
Bac Giang,2023-12-08 09:24:27.000000 ,21.04,52,2.24,1016,20.56,130,70,10000,Mây rải rác,Nắng
Tay Ninh,2023-12-08 09:24:27.000000 ,27.24,74,1.87,1013,29.66,314,72,10000,Mây rải rác,Nắng
Ninh Binh,2023-12-08 09:24:27.000000 ,22.69,57,2.23,1016,22.5,177,69,10000,Mây rải rác,Nắng
Tan An,2023-12-08 09:24:27.000000 ,28.01,78,2.07,1013,31.82,6,99,10000,Mây u ám,Nắng
Kon Tum,2023-12-08 09:24:27.000000 ,24.9,65,0.87,1015,25.14,51,54,10000,Mây rải rác,Nắng
Tam Ky,2023-12-08 09:24:27.000000 ,22.93,85,1.41,1016,23.5,322,100,10000,Mây u ám,Nắng
Vinh Long,2023-12-08 09:24:27.000000 ,27.99,79,1.74,1013,31.92,11,99,10000,Mây u ám,Nắng
Lao Cai,2023-12-08 09:24:27.000000 ,20.65,70,0.53,1017,20.6,135,49,10000,Mây rải rác,Nắng
Lagi,2023-12-08 09:24:28.000000 ,26.74,73,1.45,1013,28.64,44,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-08 09:24:25.000000 ,26.33,80,1.31,1013,26.33,93,31,10000,Mây rải rác,Nắng
Con Son,2023-12-08 09:24:28.000000 ,26.56,84,9.84,1013,26.56,61,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-08 09:24:28.000000 ,27.53,70,2.36,1013,29.78,285,47,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-08 09:24:28.000000 ,27.38,62,0.46,1013,28.75,30,42,10000,Mưa nhẹ,Mưa
Phan Rang-Thap Cham,2023-12-08 09:24:28.000000 ,28.23,63,3.71,1014,30.17,35,80,10000,Mây rải rác,Nắng
Kwang Binh,2023-12-08 09:24:28.000000 ,22.39,68,0.21,1016,22.46,249,7,10000,Không xác định,Nắng
Dien Bien Phu,2023-12-08 09:24:28.000000 ,21.07,75,0.12,1016,21.19,311,100,10000,Mây u ám,Nắng
Turan,2023-12-08 09:19:41.000000 ,23.99,78,1.03,1017,24.48,0,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-08 09:24:28.000000 ,27.75,74,1.12,1014,30.68,47,87,10000,Mây u ám,Nắng
Loc Ninh,2023-12-08 09:24:28.000000 ,27.38,62,0.46,1013,28.75,30,42,10000,Mưa nhẹ,Mưa
Song Cau,2023-12-08 09:24:28.000000 ,23.61,90,2.7,1016,24.38,349,100,10000,Mây u ám,Nắng
Bim Son,2023-12-08 09:24:29.000000 ,22.2,60,2.01,1016,22.04,191,42,10000,Mây rải rác,Nắng
Cu Chi,2023-12-08 09:24:29.000000 ,28.01,76,2.73,1013,31.52,345,99,10000,Mưa nhẹ,Mưa
Uyen Hung,2023-12-08 09:24:29.000000 ,27.78,75,2.65,1013,30.88,350,93,10000,Mưa nhẹ,Mưa
Ben Tre,2023-12-08 09:24:29.000000 ,26.47,79,1.74,1013,26.47,41,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-08 09:24:29.000000 ,27.99,76,1.42,1013,31.48,355,95,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-08 09:24:29.000000 ,27.34,73,2.33,1015,29.75,9,83,10000,Mây rải rác,Nắng
Song Cau,2023-12-08 09:24:28.000000 ,23.61,90,2.7,1016,24.38,349,100,10000,Mây u ám,Nắng
Ngo Chau,2023-12-08 09:24:29.000000 ,23.26,90,1.51,1016,23.99,357,100,10000,Mây u ám,Nắng
Hoi An,2023-12-08 09:24:29.000000 ,23.98,82,1.6,1016,24.57,305,100,10000,Mây u ám,Nắng
Dong Ha,2023-12-08 09:24:29.000000 ,22.75,72,0.48,1016,22.96,219,7,10000,Không xác định,Nắng
Bim Son,2023-12-08 09:24:29.000000 ,22.2,60,2.01,1016,22.04,191,42,10000,Mây rải rác,Nắng
Phu Ly,2023-12-08 09:24:30.000000 ,22.73,56,2.38,1016,22.52,169,87,10000,Mây u ám,Nắng
Hai Ha,2023-12-08 09:24:30.000000 ,22.04,63,0.61,1016,21.94,162,54,10000,Mây rải rác,Nắng
Ha Dong,2023-12-08 09:24:30.000000 ,21.01,55,2.32,1016,20.6,147,89,10000,Mây u ám,Nắng
Hau Duong,2023-12-08 09:24:30.000000 ,21.02,68,2.57,1017,20.95,90,58,5000,Không xác định,Nắng
Yen Lap,2023-12-08 09:24:30.000000 ,21.34,63,0.9,1016,21.17,82,15,10000,Mây ít,Nắng
Thanh Ba,2023-12-08 09:24:30.000000 ,21.13,61,1.54,1016,20.89,115,17,10000,Mây ít,Nắng
Doan Hung,2023-12-08 09:24:30.000000 ,21.22,61,1.05,1016,20.99,110,13,10000,Mây ít,Nắng
Son Duong,2023-12-08 09:24:30.000000 ,21.28,60,0.75,1016,21.03,90,15,10000,Mây ít,Nắng
Ho Chi Minh City,2023-12-13 21:04:30.000000 ,29.01,79,1.54,1012,34.55,0,40,10000,Mây rải rác,Nắng
Hanoi,2023-12-13 21:01:33.000000 ,24.0,86,3.71,1017,24.7,130,9,10000,Không xác định,Nắng
Turan,2023-12-13 21:02:26.000000 ,24.99,88,1.54,1017,25.84,300,40,10000,Mây rải rác,Nắng
Haiphong,2023-12-13 21:01:30.000000 ,23.95,83,2.06,1017,24.57,110,49,8000,Mây rải rác,Nắng
Bien Hoa,2023-12-13 21:04:23.000000 ,28.99,73,1.69,1012,33.27,119,11,10000,Mây ít,Nắng
Can Tho,2023-12-13 21:04:39.000000 ,27.99,78,2.57,1012,31.77,80,75,8000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-13 21:00:43.000000 ,29.03,79,1.54,1012,34.61,0,40,10000,Mây rải rác,Nắng
Di An,2023-12-13 21:04:39.000000 ,28.82,79,1.54,1012,34.04,0,40,10000,Mây rải rác,Nắng
Hue,2023-12-13 21:03:03.000000 ,25.06,88,1.03,1016,25.92,210,75,10000,Mây rải rác,Nắng
Vung Tau,2023-12-13 21:04:40.000000 ,27.26,78,8.84,1012,30.11,85,92,10000,Mây u ám,Nắng
Thu Dau Mot,2023-12-13 21:00:43.000000 ,29.03,79,1.54,1012,34.61,0,40,10000,Mây rải rác,Nắng
Nha Trang,2023-12-13 21:02:48.000000 ,27.0,85,2.65,1015,30.22,317,63,10000,Mây rải rác,Nắng
Ha Long,2023-12-13 21:02:04.000000 ,23.77,93,2.8,1018,24.63,67,33,10000,Mây rải rác,Nắng
Qui Nhon,2023-12-13 21:01:51.000000 ,24.28,86,3.74,1016,25.01,330,5,10000,Không xác định,Nắng
Thanh Hoa,2023-12-13 20:59:46.000000 ,22.79,82,2.08,1017,23.27,173,18,10000,Mây ít,Nắng
Thai Nguyen,2023-12-13 21:03:00.000000 ,23.88,88,2.0,1017,24.62,137,7,10000,Không xác định,Nắng
Buon Ma Thuot,2023-12-13 21:04:41.000000 ,21.68,83,3.52,1015,22.07,76,11,10000,Mây ít,Nắng
Long Xuyen,2023-12-13 21:04:41.000000 ,27.97,77,2.32,1012,31.58,102,100,10000,Mây u ám,Nắng
Phu Khuong,2023-12-13 21:01:34.000000 ,26.92,71,2.37,1012,28.8,197,100,10000,Mây u ám,Nắng
Vinh,2023-12-13 20:56:31.000000 ,23.09,84,1.34,1017,23.65,145,91,10000,Mây u ám,Nắng
Rach Gia,2023-12-13 21:04:42.000000 ,25.65,80,3.89,1012,26.36,84,99,10000,Mây u ám,Nắng
Da Lat,2023-12-13 21:04:42.000000 ,14.09,97,1.26,1018,14.09,46,84,10000,Mây rải rác,Nắng
Bac Ninh,2023-12-13 21:04:42.000000 ,24.05,86,3.92,1017,24.76,131,15,10000,Mây ít,Nắng
Hai Duong,2023-12-13 21:03:38.000000 ,24.0,88,4.08,1017,24.75,115,65,10000,Mây rải rác,Nắng
Phan Thiet,2023-12-13 21:04:43.000000 ,25.31,79,3.73,1013,25.96,55,64,10000,Mây rải rác,Nắng
Pleiku,2023-12-13 21:04:43.000000 ,18.02,94,2.38,1017,18.33,56,27,10000,Mây rải rác,Nắng
Nam Dinh,2023-12-13 21:03:45.000000 ,23.62,84,2.2,1017,24.23,147,18,10000,Mây ít,Nắng
Ca Mau,2023-12-13 21:00:18.000000 ,25.81,78,4.06,1012,26.48,78,90,10000,Mây u ám,Nắng
Viet Tri,2023-12-13 21:04:44.000000 ,23.97,82,3.95,1016,24.56,115,6,10000,Không xác định,Nắng
Soc Trang,2023-12-13 21:03:40.000000 ,26.31,76,6.28,1012,26.31,82,100,10000,Mây u ám,Nắng
Quang Ngai,2023-12-13 21:03:39.000000 ,24.26,82,2.02,1016,24.88,330,100,10000,Mây u ám,Nắng
Thai Binh,2023-12-13 21:04:22.000000 ,23.65,85,2.36,1017,24.29,131,19,10000,Mây ít,Nắng
My Tho,2023-12-13 21:01:28.000000 ,25.57,81,2.63,1012,26.3,106,99,10000,Mưa nhẹ,Mưa
Tuy Hoa,2023-12-13 21:03:21.000000 ,23.83,90,2.44,1016,24.62,322,36,10000,Mây rải rác,Nắng
Bac Lieu,2023-12-13 21:04:45.000000 ,26.75,77,8.07,1012,28.96,77,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-13 21:04:45.000000 ,23.99,91,2.24,1017,24.82,89,70,10000,Mây rải rác,Nắng
Bac Giang,2023-12-13 21:04:46.000000 ,24.04,84,3.28,1017,24.69,130,27,10000,Mây rải rác,Nắng
Tay Ninh,2023-12-13 21:04:46.000000 ,27.22,69,2.38,1012,29.14,196,100,10000,Mây u ám,Nắng
Ninh Binh,2023-12-13 20:59:43.000000 ,23.57,79,2.14,1017,24.05,173,12,10000,Mây ít,Nắng
Tan An,2023-12-13 21:04:46.000000 ,29.01,83,2.18,1012,35.44,129,91,10000,Mây u ám,Nắng
Kon Tum,2023-12-13 21:04:46.000000 ,18.65,96,1.53,1017,19.08,60,11,10000,Mây ít,Nắng
Tam Ky,2023-12-13 21:04:47.000000 ,24.24,82,1.21,1017,24.86,269,98,10000,Mưa nhẹ,Mưa
Vinh Long,2023-12-13 21:03:41.000000 ,27.99,81,2.44,1012,32.23,98,100,10000,Mây u ám,Nắng
Lao Cai,2023-12-13 21:04:47.000000 ,22.12,90,0.77,1017,22.74,181,61,10000,Mây rải rác,Nắng
Lagi,2023-12-13 21:04:47.000000 ,25.72,82,6.05,1013,26.49,67,42,10000,Mưa nhẹ,Mưa
Rach Gia,2023-12-13 21:04:42.000000 ,25.65,80,3.89,1012,26.36,84,99,10000,Mây u ám,Nắng
Con Son,2023-12-13 21:04:48.000000 ,26.68,85,10.64,1012,29.43,60,100,10000,Mưa vừa,Mưa
Cho Dok,2023-12-13 21:04:48.000000 ,27.01,74,1.79,1013,29.22,142,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-13 21:04:48.000000 ,25.78,72,1.3,1013,26.29,75,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-13 21:04:49.000000 ,24.14,82,3.01,1014,24.75,358,96,10000,Mây u ám,Nắng
Kwang Binh,2023-12-13 21:02:32.000000 ,23.56,88,1.36,1017,24.27,201,47,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-12-13 21:04:49.000000 ,19.95,92,1.1,1016,20.4,99,5,10000,Không xác định,Nắng
Turan,2023-12-13 21:03:03.000000 ,24.99,88,1.54,1017,25.84,300,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-13 21:04:15.000000 ,25.32,80,0.89,1013,26.0,27,85,10000,Mây u ám,Nắng
Loc Ninh,2023-12-13 21:04:48.000000 ,25.78,72,1.3,1013,26.29,75,100,10000,Mây u ám,Nắng
Song Cau,2023-12-13 21:04:50.000000 ,23.74,90,3.41,1016,24.52,327,5,10000,Không xác định,Nắng
Bim Son,2023-12-13 21:00:04.000000 ,23.62,80,2.33,1017,24.13,170,12,10000,Mây ít,Nắng
Cu Chi,2023-12-13 21:04:51.000000 ,29.01,75,2.31,1012,33.72,164,39,10000,Mây rải rác,Nắng
Uyen Hung,2023-12-13 21:03:35.000000 ,28.78,73,1.07,1012,32.79,124,20,10000,Mây ít,Nắng
Ben Tre,2023-12-13 21:04:51.000000 ,26.05,79,3.23,1012,26.05,97,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-13 21:01:17.000000 ,27.99,79,2.69,1012,31.92,106,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-13 21:03:10.000000 ,26.34,86,2.13,1015,26.34,320,63,10000,Mây rải rác,Nắng
Song Cau,2023-12-13 21:04:50.000000 ,23.74,90,3.41,1016,24.52,327,5,10000,Không xác định,Nắng
Ngo Chau,2023-12-13 21:01:43.000000 ,22.44,94,2.24,1016,23.19,324,16,10000,Mây ít,Nắng
Hoi An,2023-12-13 21:02:44.000000 ,24.98,81,1.68,1017,25.65,272,64,10000,Mây rải rác,Nắng
